name,price,location,link,Description,Property Address,Estate Name,Property Size,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Subtype,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Service Charge Fee,Service Charge Covers,Pets,New Property,Total Rooms,Parking Space,Broker Fee,Facilities,Listing by,Furnished
2bdrm Apartment in Allen Avenue for rent, 2000000,"Ikeja, Allen Avenue",https://jiji.ng/allen-avenue/houses-apartments-for-rent/2bdrm-apartment-in-allen-avenue-for-rent-tA32q81OSPz9BEkIEWGaLUoT.html?page=47&pos=7&cur_pos=7&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1047,Renovated 2 bedroom flat at allen balogun,Balogun,,600sqm,Renovated,Semi-Furnished,Apartment,2 bedrooms,2 bathrooms,,,,,,,,,,,,,,,
Furnished 4bdrm Townhouse / Terrace in Ologolo for rent, 7000000,"Lekki, Ologolo",https://jiji.ng/ologolo/houses-apartments-for-rent/furnished-4bdrm-townhouse-terrace-in-ologolo-for-rent-w5rX1pC78vJCoquuSEyjLC3U.html?page=47&pos=10&cur_pos=10&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1050,"Newly built 4 bedroom Terence duplex in a gated estate and secured at ologolo
Rent 7m net 
Legal 10%
Agency 10%
Caution 10%
Seevice charge 700k
Speaking to the mandateehcu",Lekki,,300sqm,Newly-Built,Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,Semi-Detached,,,,,,,,,,,,,,
"4bdrm Duplex in Ikate, Lekki for rent", 8000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikate-lekki-for-rent-uO8DATRvIf1Cw2zjjBEKtc3g.html?page=47&pos=13&cur_pos=13&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1053,"*ikate rental*
*just in*: for rent
*description*:
luxury fully/semi detached 4bedroom duplex serviced with a bq .
*breakdown*:
*rent*: n8,000,000(semi)
 n9,000,000(fully)
*agency*: 10%
*legal*: 10%
*service charge*: not yet decided.
*location*:
ikate-lekki
#jolto#","Ikate, Lekki",Ikate,300sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Osapa London, Lekki for rent", 7000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-osapa-london-lekki-for-rent-pAKVBr0zxFDa6rUNg3XfEHPM.html?page=47&pos=16&cur_pos=16&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1056,"TO LET || Osapa London || per annum || 4 bed terrace
4 bedroom terrace
Rent per annum

Agency 10%
Legal 10%

Features
- 24 Hours Security
- 24 Hours Electricity
- All Rooms Ensuite
- Pop Ceiling
- Water Heater
- Walk-in-Shower
- Swimming Pool
- Fully Fitted Kitchen
- Gym
- Stamp concrete Floor
- Fully Serviced",Osapa London,Osapa London,850sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,700000,700000,500000,1900000,640000,,,,,,,,,
Furnished 4bdrm Duplex in Chevron Alternative for rent, 7000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/furnished-4bdrm-duplex-in-chevron-alternative-for-rent-3q6udEdddmDa0Fs8jh9AZocq.html?page=47&pos=18&cur_pos=18&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1058,"4 bedroom semi detached duplex
fully furnished 
fitted kitchen 
self serviced 
parking space 
washing machine
tvs
wardrobes 
water heater 
secured estate",chevron,chevron alternative,300sqm,Fairly Used,Furnished,Duplex,4 bedrooms,4 bathrooms,,700000,700000,1000000,2400000,,,,,,,,,,
3bdrm Townhouse / Terrace in Lekki Phase 1 for rent, 6000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/3bdrm-townhouse-terrace-in-lekki-phase-1-for-rent-pGUtVCtINCPvzNP1Gzsi1U9m.html?page=47&pos=21&cur_pos=21&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1061,"Beautifully Newly built 3 bedroom duplex with an ocean view for rent @ Lekki phase 1.
*24hr light*
Rent 6m
Service charge 300k
Agency 10%
Legal 10%
Caution 10%
*N.B. Apartment comes with ACs*
#tobi#",Lekki phase 1,,350sqm,Newly-Built,Semi-Furnished,Townhouse / Terrace,3 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"4bdrm Townhouse / Terrace in Ivy Luxuria Estate,, Chevron for rent", 4500000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ivy-luxuria-estate-chevron-for-rent-OEYZe0tzgvbojXgzzMqswuV.html?page=48&pos=4&cur_pos=4&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1065,"Rent 4.5m
Caution, legal, Agency 10% each",Orchid Road,"Ivy luxuria estate, orchid road",300sqm,Fairly Used,Unfurnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,Semi-Detached,,,,,,,,,,,,,,
"Furnished 4bdrm Duplex in Cluster One Estate, Lekki for rent", 10000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-duplex-in-cluster-one-estate-lekki-for-rent-xjao24cqyS2UKY2pcmMFRS4G.html?page=48&pos=7&cur_pos=7&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1068,"For rent Long-term or short term lease a fully furnished duplex with all modern facilities, standby micano generator, solar power installed, a bar, jacuzzi, fully equipped kitchen, boys quarters washing machine contact me for more info",Lekki County home ikota,Cluster one estate,600sqm,Newly-Built,Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Ikate, Lekki for rent", 8000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikate-lekki-for-rent-7ysEsJgFrFcGUV5Umx6J2Y4P.html?page=48&pos=9&cur_pos=9&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1070,"Fresh listing 
Brand New Fully serviced four 4bedroom terrace duplex available for rent !!
Location ikate
Breakdown 
Rent-8M
Agency- 10% 
Legal - 10 % 
Caution- 10% 
Sc-700k",Lekki,Ikate,1000sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"Furnished 4bdrm Townhouse / Terrace in Southbrook, Ikoyi for rent", 15000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/furnished-4bdrm-townhouse-terrace-in-southbrook-ikoyi-for-rent-hcj1yVjgSm7IGiX3lndKbKgd.html?page=48&pos=12&cur_pos=12&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1073,"LETTING AT IKOYI 
A brand new 4 bedroom Terraced house with a BQ in a serene,conducive and secured area. Fully serviced and maintained is up for rent at Southbrook Estate, old Ikoyi.
Rent: #15million.",Old Ikoyi,Southbrook,700sqm,Newly-Built,Furnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,Detached,,,,,,,,,,,,,,
"5bdrm Duplex in Chevron, Lekki for Rent", 7000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-duplex-in-chevron-lekki-for-rent-5jis63wXBDbeAQDbdVVmfnct.html?page=48&pos=15&cur_pos=15&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1076,"5 BEDROOM DETACHED DUPLEX FOR RENT! 
Location: Chevron , Lekki, Lagos
Rent: 7m, per annum 
Other charges:
- Agency 10% 
- Legal. 10%
- Caution 10%
- Total Package : 9.1m
 
Features
- 24 Hours Security 
- All Rooms Ensuite
- Fully Fitted Kitchen
- Pop Ceiling 
- Water Heater 
- Carport 
- Inbuilt Speakers 
- Walk-in-Shower 
- Jacuzzi
- Interlocked Floor 
- Self Serviced 
•","Chevron, Lekki",Chevron,500sqm,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,6 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Ikate for rent, 8500000,"Lekki, Ikate",https://jiji.ng/ikate/houses-apartments-for-rent/4bdrm-duplex-in-ikate-for-rent-xoLvtKykhrwc0a9nPJ9ztAaP.html?page=48&pos=18&cur_pos=18&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1079,"4 bedroom Terrace duplex for rent
Rent:
Legal: 10%
Agency: 10%
Caution:.
Total package:
24hours security 
18hour electricity 
Fitted kitchen 
Interlocked floor
Swimming pool 
BQ
Water heater
Walk in shower 
Fully serviced",Ikate,,400sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
3bdrm Apartment in Lekkk Phase 1 for rent, 8000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/3bdrm-apartment-in-lekkk-phase-1-for-rent-ntXLJM89KXOaEBZFTwBiinB5.html?page=49&pos=1&cur_pos=1&ads_per_page=22&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1083,"Dolyn *FOR RENT! * 
Lovely 3 Bedroom Apartment (Ground Floor/ can be used for Shortlet)
 *Location* - Lekki Phase One
Rent - N8million per annum
Service Charge - N2,000,000
Caution - 10%
Agency - 10% 
Legal - 5%
 *Property Features:* 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet",Lekki phase 1,Lekkk phase 1,300sqm,Newly-Built,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,,,
"Furnished 2bdrm Block of Flats in Canal West Estate, Osapa london", 6000000,"Lekki, Osapa london",https://jiji.ng/osapa-london/houses-apartments-for-rent/furnished-2bdrm-block-of-flats-in-canal-west-estate-osapa-london-dbhxZ8f1ye9bC83Mk6LFljnx.html?page=49&pos=4&cur_pos=4&ads_per_page=22&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1086,"2 bedrooms fully serviced furnished flat with uniterrupted 24hrs power is avail for a year lease. 100% perfect for an Airbnb./Short let biz... 
 @ Osapa London.
Covers 
Diesel deposit, 
clean water supply
Waste disposal,
General cleaning, Miscellaneous etc.
Agency 10%.
Legal 10%%.
What you will experience
Wi-Fi 
24/7 Securiy 
24/7 Electriccity 
Fully fitted kitchen with modern appliances 
Modern interior designs 
Serene environment
Excellent hospitality.
Swimmimg Pool & Gym.
Power is Pay as you use. you recharge from the estate Management.",Canal west Osapa London,CANAL WEST ESTATE,100sqm,Fairly Used,Furnished,Block of Flats,2 bedrooms,2 bathrooms,,,,,,,,,,,,,,,
Furnished 5bdrm Duplex in Ogba for rent, 2000000,Ogba,https://jiji.ng/ogba/houses-apartments-for-rent/furnished-5bdrm-duplex-in-ogba-for-rent-pNPMvFYB47f3tpJ3IxiBARli.html?page=49&pos=7&cur_pos=7&ads_per_page=22&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1089,"Contemporary Semi detached Duplex on the market for rent
5 Bedrooms
 • 5.5 baths
 • 8 cars
 • Harmony Crescent, 
Off Colonel Asieluwe Street,
Obawole, Ogba,
Ikeja, Lagos
 • NGN 2,000,000
10% legal
10% commission 
10% Caution fee
Features:
* All room en-suite
* Wooden finishes
* Fully fitted kitchen
* Dining area
* Family lounge
* Balconies
* Wall drop 
* Walk-in shower
* Water heater081XXXXXXXX","Harmony Crescent, Off Colonel Asieluwe Street, Obawole, Ogba",,1500sqm,Fairly Used,Furnished,Duplex,5 bedrooms,5 bathrooms,,200000,200000,200000,600000,,,,,,,,,,
4bdrm Duplex in Lekki County for rent, 5500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-county-for-rent-wRqu0w7onUnmrWQHEe0Zhq61.html?page=49&pos=9&cur_pos=9&ads_per_page=22&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1091,"To Let!!
Beautiful Built 4 Bedroom Semi Detached Duplex!!
Location: lekky county
Rent: 5.5M
Agent: 10%
Legal :10%
Caution fee: 10%
Service charge: 40k monthly
Sunwealth",Lekki county,Lekki county,250sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,550000,550000,55000,1155000,,,,,,,,,,
"3bdrm Townhouse / Terrace in Phase 1, Lekki for rent", 15000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-townhouse-terrace-in-phase-1-lekki-for-rent-dT0MYmYTlMSJEhxfuW72XZIR.html?page=49&pos=12&cur_pos=12&ads_per_page=22&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1094,"TO LET
 3 BEDROOM PENTHOUSE FOR RENT! ( SUITABLE FOR SHORTLET )
Location: Lekki Phase 1, Lagos
Other charges:
- Agency : 10%
- Legal : 10%
Features
- All Rooms Ensuite
- 24 Hours Electricity
- 24 Hours Security
- Fitted Kitchen
- Pop Ceiling
- Gym
- Walk In shower
- Water Heater
- Interlocked Floor
- Serviced",Phase 1,Phase 1,200sqm,Newly-Built,Unfurnished,Townhouse / Terrace,3 bedrooms,4 bathrooms,Semi-Detached,1500000,1500000,1500000,,,,,,,,,,,
"Furnished 3bdrm Apartment in Ablesams, Igando / Ikotun/Igando for Rent", 400000,"Ikotun/Igando, Igando / Ikotun/Igando",https://jiji.ng/igando/houses-apartments-for-rent/furnished-3bdrm-apartment-in-ablesams-igando-ikotun-igando-for-rent-bdfzpfDHQI3FekhSjjQExZpb.html?page=49&pos=15&cur_pos=15&ads_per_page=22&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1097,2 bedroom apartment for rent in abaranje Rd Ikotun Rd allrooms in suite total package agreement  agency  caution total,2 bedroom apartment for rent abaranje Rd Ikotun new400!000,Ablesams,322sqm,Newly-Built,Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-eJwxGWJKhcHnVISuxtUvwOEr.html?page=49&pos=19&cur_pos=19&ads_per_page=22&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1101,"FOR RENT! 
Lovely 4 Bedroom Semi Detached
Location - Ikota, Lekki

Agency - 10% 
Legal - 5%
Property Features:
-[x] All Rooms Ensuite
-[x] Fitted kitchen 
-[x] Stamped Concrete Floor
-[x] Water Heater
-[x] Walk in shower 
-[x] Water Treatment 
-[x] 24hrs Security
-[x] Serene environment 
For more information and enquiries",Ikota,,500sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
5bdrm Duplex in Ikota for rent, 5500000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/5bdrm-duplex-in-ikota-for-rent-ddbqZC3ZkfqJmh5yW0qpXOky.html?page=49&pos=21&cur_pos=21&ads_per_page=22&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1103,"LAMASH RENT 
5BEDROOM FULLY DETACHED DUPLEX FOR RENT 
Amenities: 
- [ ] Fitted Kitchen 
- [ ] POP Ceiling 
- [ ] Detailed finishing 
- [ ] Wardrobes 
- [ ] Gas cooker 
- [ ] Water Heater
- [ ] Heat extractor
- [ ] Bq 
 
Location: Road 32 Ikota Lekki 
Price: 5.5M Per annum 
Legal : 10percent 
Agency : 10percent 
Caution : 5 percent
Lam",Ikota,,380sqm,Newly-Built,Unfurnished,Duplex,5 bedrooms,5 bathrooms,,550000,550000,225000,,,,,,,,,,,
"3bdrm Block of Flats in Banana Island, Ikoyi for Rent", 12000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/3bdrm-block-of-flats-in-banana-island-ikoyi-for-rent-aQaykjJaa5VjcB82qXFLLprg.html?page=50&pos=3&cur_pos=3&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1107,"Newly built 3bedroom flat at Banana Island ikoyi
Rent: 12m per annum 
Legal fee: 10%
Agency fee: 10%
Refundable Caution fee: 5%
Service Charge to be determined by all tenants... it is new apartment and all will decide on what to be charged.
Ref: Mysk",ikoyi,banana Island,2000sqm,Newly-Built,Unfurnished,Block of Flats,3 bedrooms,3 bathrooms,,,,,,,,,,,,,,,
"2bdrm Block of Flats in River Bank, Ojodu for rent", 1000000,Ojodu,https://jiji.ng/ojodu/houses-apartments-for-rent/2bdrm-block-of-flats-in-river-bank-ojodu-for-rent-mH2n9LLHWNKV84A645DtcM3R.html?page=50&pos=6&cur_pos=6&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1110,A newly built block of 2bedroom(4 units) with modern fittings in a Cool well structured n secured estate... also miniflat 4units avaiable,Akute odo,River bank,1000sqm,Newly-Built,Semi-Furnished,Block of Flats,2 bedrooms,2 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki Phase 1 for rent, 230000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-duplex-in-lekki-phase-1-for-rent-nFZSKI9r5T6ObDl49OtdWFnd.html?page=50&pos=9&cur_pos=9&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1113,"Decently finished 4bed terrace duplex with swimming pool and gym
- spacious living areas with ac
- rooms en-suite 
- dining area
- fully fitted kitchen 
- visitors toilet 
- fitted wardrobes
- gym
- swimming pool 
- ample car park
- great neighbourhood 
- 24hr power supply 
- 24hr security 
location:lekki phase 1
 For more information/viewing, Kindly call/ whatsapp070XXXXXXXX",Off freedom way,,500sqm,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Ikota Gra for rent, 3500000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-gra-for-rent-oPzLykM1qNpGG8BrD1p5vMpB.html?page=50&pos=12&cur_pos=12&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1116,Serviced 4 bed semi detached duplex,Ikota GRA,Ikota GRA,5000sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Banana Island, Ikoyi for rent", 25000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/4bdrm-duplex-in-banana-island-ikoyi-for-rent-d5WauKe8iF2693pMObvkGeD0.html?page=50&pos=15&cur_pos=15&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1119,"to let
*serviced 4 bedroom semi detached duplex with bq,swimming, fitted kitchen and acs etc*
location; banana island 
rent;25m
service charge; 3.5m (diesel inclusive) 
agency;10%
legal:10%
caution; 10%
#jendo","Banana Island, Ikoyi",Banana Island,150sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Ikoyi for rent, 20000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/4bdrm-duplex-in-ikoyi-for-rent-siMAjcdQEZUKDb04BXTefPII.html?page=50&pos=18&cur_pos=18&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1122,"4 Bedroom semi-detached house
Location- Ikoyi , Lagos
Rent - N20million per annum
Service charge - N5,000,000(diesel inclusive)
Caution - 10%
Agency - 10%
Legal - 10%
Features:
- All Rooms Ensuite
- Fitted kitchen
- Stamped Concrete Floor
- Water Heater
- Walk in shower
- Water Treatment
- 24 Hours Security
-24 hours electricity
- swimming pool
- Gym
Elizbert",Ikoyi,,1000sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,2000000,2000000,2000000,6000000,,,,,,,,,,
"4bdrm Duplex in Orchid, Lekki for Rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-orchid-lekki-for-rent-cj2JJXLJOsTQda8Y32d3Ivu5.html?page=50&pos=21&cur_pos=21&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1125,"For Rent!!
4 Bedroom Semi Detached Duplex with bq 
Location : Orchid, Lekki, Lagos.
Price:
Caution: 
Agency and Legal: 10% each
________________________________
Features
- Fitted AC
- Kitchenette 
- Fully Serviced
- 24/7 Power 
- POP Ceilings 
- Water Treatment
- 24/7 Security","Orchid, Lekki",Orchid,450sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"5bdrm Duplex in Off Admiralty Way, Lekki Phase 1 for Rent", 11000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/5bdrm-duplex-in-off-admiralty-way-lekki-phase-1-for-rent-u61Lt9L4wlPaoF0MsZkU0em7.html?page=51&pos=3&cur_pos=3&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1128,"5 bedroom semi-detached with bq 
Location - Lekki Phase 1",Lekki phase 1,off Admiralty Way,250sqm,Fairly Used,Unfurnished,Duplex,5 bedrooms,6 bathrooms,,,,,,,,,,,,,,,
"Mini Flat in King Avenue, Berger for rent", 900000,"Ojodu, Berger",https://jiji.ng/berger/houses-apartments-for-rent/mini-flat-in-king-avenue-berger-for-rent-suvZu45sNJ1k94RLU3EgUiGd.html?page=51&pos=6&cur_pos=6&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1131,"Tastefully brand new mini flat at ojodu abiodun, 2 toilet, pop ojodu abiodun

Enquiries080XXXXXXXX",Ojodu abiodun,King Avenue,300sqm,Newly-Built,Unfurnished,Mini Flat,1 bedroom,2 bathrooms,,,,,,,,,,,,,,,
3bdrm Apartment in Lekki Phase 1 for rent, 8000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/3bdrm-apartment-in-lekki-phase-1-for-rent-uiE9O9kN4p8RfygDrSVA2BnI.html?page=51&pos=9&cur_pos=9&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1134,"Luxury brand new 3 bedroom Apartment plus a room bq for rent in Ikate

Facilities:
24/7 Power
swimming pool
parking space
All rooms ensuite 
Lift/Elevator 
BQ


Service charge: TBD
Caution deposit: TBD
Legal fee: 10%
Agency fee: 10%",Ikate,,200sqm,Newly-Built,Unfurnished,Apartment,3 bedrooms,3 bathrooms,,800000,800000,,,,,,,,,,,,
4bdrm Duplex in Ikoyi for rent, 20000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/4bdrm-duplex-in-ikoyi-for-rent-ktBij5gp86FqqM2J1nDfMmcL.html?page=51&pos=12&cur_pos=12&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1137,"4 bedroom semi detached duplex available for rent 
Location:ikoyi 

Agency 10%
Legal 10%
Caution 10%
Features:
Brand new 
Fully fitted kitchen 
24 hours security 
Clean water
macdan",Ikoyi,Ikoyi,600sqm,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Vgc, Lekki for rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-vgc-lekki-for-rent-Cd5zMjwYY1EKLTk1X2LuaN8G.html?page=51&pos=15&cur_pos=15&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1140,"4bedroom semi detached duplex 
2units in the compound at Victoria Gardens City, Ikota, Lekki
Rent : 5m per unit 
Agreement 10%
Agency:- 10%
Caution:- 10%
#tgscarg#","VGC, Ikota, Lekki",VGC,650sqm,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"3bdrm Apartment in Megamound Estate, Lekki for Rent", 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-apartment-in-megamound-estate-lekki-for-rent-z3Jgxvl6mk8aa0tSaOw870ea.html?page=51&pos=17&cur_pos=17&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1142,"3bedroom flat for rent at Megamound estate, Lekki county. 
Rent: 4.5
Legal: 10%
Agency fee 10%
Caution: 350k
Service charge: 300k
Video is available on request.","Megamound estate, Ikota, Lekki",Megamound estate,150sqm,Newly-Built,Semi-Furnished,Apartment,3 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Osapa London, Lekki Phase 2 for Rent", 6000000,"Lekki, Lekki Phase 2",https://jiji.ng/lekki-phase-2/houses-apartments-for-rent/4bdrm-duplex-in-osapa-london-lekki-phase-2-for-rent-eR7a7bifqaR2GUIez0O6lxFx.html?page=51&pos=21&cur_pos=21&ads_per_page=21&ads_count=15788&lid=FOXK95B7VIvKP0sP&indexPosition=1146,"Luxurious brand new 4 bedroom duplex with bq fully detached in a compound in a well secured estate in Osapa London 
Good road network and access
Good electricity 
Clean water supply 
Clean compound
Tit security 
 Great features 
Walk in bath 
Jacuzzi 
Wardrobe 
Bq
Gas cooker
Water heater
Micro wave
Heat extractor 
Pop
Telephone max
Clean walls
Rent 6m
Agency 600k
Agreement 600k
Caution 300k 
Self serviced",Osapa London,Osapa London,600sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,6 bathrooms,,600000,600000,300000,,,,,,,,,,,
